,Id,lon,lat,X,Y,Type,ltype,Name,Source,x_pixel,y_pixel,elev
140,14,101.81198232189459,29.7571516003239,101.554762036,29.2883259814,strike-slip,1311,,,9794.87576818091,3781.716387629038,4876
141,15,102.25393916518368,23.993673582737536,102.476804438,23.7975521427,strike-slip,1311,,,9900.945410587263,2398.481663186993,1608
142,15,102.47942735053526,23.795243979628147,102.476804438,23.7975521427,strike-slip,1311,,,9955.0625750803,2350.85855843312,1671
143,15,102.63275931657434,23.732107287729704,102.476804438,23.7975521427,strike-slip,1311,,,9991.862246935567,2335.705752375069,1931
144,15,102.75903270037122,23.714068232901578,102.476804438,23.7975521427,strike-slip,1311,,,10022.167859051668,2331.376379215626,1719
145,16,102.30805632966806,24.282298459987558,102.533544515,24.1379860214,strike-slip,1311,,,9913.933530065591,2467.7516337380816,2144
146,16,102.75903270037122,23.993673582737536,102.533544515,24.1379860214,strike-slip,1311,,,10022.167859051668,2398.481663186993,1392
147,17,98.43867906903496,21.567420708354543,98.6867160729,21.5358523624,strike-slip,1311,,,8985.282987365063,1816.1809732419067,955
148,17,98.93475307680843,21.5042840164561,98.6867160729,21.5358523624,strike-slip,1311,,,9104.340749249746,1801.0281671838559,622
149,18,99.55710046837879,23.03760367684684,100.229055261,22.496432032,strike-slip,1311,,,9253.70412325053,2169.0248857365127,1823
150,18,100.9010100530742,21.95526038715926,100.229055261,22.496432032,strike-slip,1311,,,9576.242423629035,1909.2624961699316,922
151,19,99.8006277085585,22.703881162526503,100.075723295,22.419766049,strike-slip,1311,,,9312.15066090301,2088.9314822868173,1558
152,19,100.35081888081635,22.135650935440523,100.075723295,22.419766049,strike-slip,1311,,,9444.196542266023,1952.556227764362,1131
153,20,103.50765347573846,23.33524808151093,104.365572226,22.3455436106,strike-slip,1311,,,10201.836845168553,2240.4595428673238,1737
154,20,103.68804402401972,23.00152556719059,104.365572226,22.3455436106,strike-slip,1311,,,10245.13057676298,2160.3661394176274,1662
155,20,103.87745409971505,22.76701785442495,104.365572226,22.3455436106,strike-slip,1311,,,10290.588994937134,2104.0842883448686,679
156,20,104.10294228506663,22.55054919648743,104.365572226,22.3455436106,strike-slip,1311,,,10344.706159430172,2052.131810431552,593
157,20,104.3554890526604,22.352119593378042,104.365572226,22.3455436106,strike-slip,1311,,,10405.317383662376,2004.5087056776788,462
158,20,104.56293818318385,22.216826682167095,104.365572226,22.3455436106,strike-slip,1311,,,10455.105174995968,1972.0384069818563,243
159,20,104.70725062180885,22.162709517682718,104.365572226,22.3455436106,strike-slip,1311,,,10489.74016027151,1959.0502875035274,181
160,20,104.89666069750419,21.937221332331138,104.365572226,22.3455436106,strike-slip,1311,,,10535.198578445665,1904.9331230104897,69
161,20,105.19430510216827,21.702713619565493,104.365572226,22.3455436106,strike-slip,1311,,,10606.633235576473,1848.65127193773,46
162,20,105.3566565956214,21.495264489042043,104.365572226,22.3455436106,strike-slip,1311,,,10645.597594011459,1798.8634806041357,42
163,21,100.20650644219134,25.725422846237663,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9409.561556990478,2814.1014864935228,1962
164,21,100.45003368237104,25.355622222261076,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9468.008094642959,2725.349336724941,1691
165,21,100.81081477893358,25.012880180526675,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9554.59555783182,2643.0912466955238,1365
166,21,101.18963493032422,24.525825700167264,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9645.512394180121,2526.1981713905625,1170
167,21,101.60453319137113,23.993673582737536,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9745.087976847313,2398.481663186993,824
168,21,101.96531428793365,23.596814376518758,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9831.675440036171,2303.235453679247,449
169,21,102.20884152811337,23.452501937893746,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9890.121977688656,2268.6004684037025,564
170,21,102.6147202617462,23.254072334784357,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",9987.532873776121,2220.9773636498294,1237
171,21,102.94844277606654,23.15485753322966,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10067.626277225818,2197.165811272892,613
172,21,103.2280481259025,23.019564622018713,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10134.731561197184,2164.6955125770696,1218
173,21,103.4986339483244,22.902310765635892,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10199.67215858883,2136.55458704069,358
174,21,103.69706355143379,22.739959272182755,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10247.295263342703,2097.590228605703,206
175,21,104.3554890526604,22.18074857251084,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10405.317383662376,1963.3796606629696,101
176,21,104.78842636853543,21.856045585604566,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10509.222339489004,1885.450943792995,96
177,21,105.16724651992608,21.46820590679985,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10600.139175837308,1792.3694208649702,54
178,21,105.726457219598,20.981151426440437,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10734.349743780043,1675.4763455600084,8
179,21,106.33076555634022,20.27762828814351,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10879.383744621382,1506.6307923417307,6
180,21,106.4840975223793,20.14233537693256,103.324277179,22.9778653658,strike-slip,1311,Red River Fault,"Wang, et al., 1998; Leloup, et al., 1995",10916.18341647665,1474.1604936459075,0
181,22,103.53471205798064,22.451334394932733,103.787764652,22.2309337482,strike-slip,1311,,,10208.330904907714,2028.3202580546144,1789
182,22,103.8143174078166,22.207807154753027,103.787764652,22.2309337482,strike-slip,1311,,,10275.43618887908,1969.8737204021336,2281
183,22,104.01274701092599,21.982318969401447,103.787764652,22.2309337482,strike-slip,1311,,,10323.059293632954,1915.7565559090956,1729
184,23,103.8864736271291,21.78388936629206,104.315454278,21.2771115427,strike-slip,1311,,,10292.753681516853,1868.1334511552227,834
185,23,104.0849032302385,21.540362126112353,104.315454278,21.2771115427,strike-slip,1311,,,10340.376786270726,1809.6869135027418,894
186,23,104.22921566886352,21.332912995588902,104.315454278,21.2771115427,strike-slip,1311,,,10375.011771546273,1759.8991221691476,784
187,23,104.38254763490258,21.233698194034204,104.315454278,21.2771115427,strike-slip,1311,,,10411.811443401537,1736.0875697922104,533
188,23,104.54489912835572,21.197620084377952,104.315454278,21.2771115427,strike-slip,1311,,,10450.775801836526,1727.4288234733244,631
189,23,104.67117251215261,21.18860055696389,104.315454278,21.2771115427,strike-slip,1311,,,10481.081413952626,1725.2641368936033,461
190,23,104.77940684112137,21.143502919893574,104.315454278,21.2771115427,strike-slip,1311,,,10507.057652909285,1714.4407039949956,491
191,23,104.85156306043388,21.089385755409197,104.315454278,21.2771115427,strike-slip,1311,,,10524.375145547057,1701.4525845166668,651
192,23,104.91469975233231,21.026249063510754,104.315454278,21.2771115427,strike-slip,1311,,,10539.527951605107,1686.2997784586162,403
193,24,104.15705944955101,19.384695074151256,104.92371928,19.0735213784,strike-slip,1311,,,10357.694278908502,1292.3268209493012,371
194,24,105.69037910994174,18.7623476825809,104.92371928,19.0735213784,strike-slip,1311,,,10725.690997461157,1142.963446948517,6
195,25,103.37236056452751,19.02391397758873,104.860236549,18.166594521,strike-slip,1311,,,10169.36654647273,1205.739357760441,386
196,25,104.05784464799632,18.68117193585433,104.860236549,18.166594521,strike-slip,1311,,,10333.882726531565,1123.4812677310235,488
197,25,104.88764117009012,18.149019818424602,104.860236549,18.166594521,strike-slip,1311,,,10533.033891865942,995.7647595274541,518
198,25,105.49194950683236,17.725102029963633,104.860236549,18.166594521,strike-slip,1311,,,10678.067892707284,894.0244902805432,680
199,25,105.92488682270739,17.391379515643298,104.860236549,18.166594521,strike-slip,1311,,,10781.972848533916,813.9310868308477,387
200,25,106.22253122737148,17.1207936932214,104.860236549,18.166594521,strike-slip,1311,,,10853.407505664727,748.9904894392021,594
201,26,103.26412623555875,18.42862516826056,104.275814529,18.1556076334,strike-slip,1311,,,10143.390307516069,1062.870043498821,162
202,26,103.7421611885041,18.4196056408465,104.275814529,18.1556076334,strike-slip,1311,,,10258.11869624131,1060.7053569190998,160
203,26,104.06686417541037,18.320390839291804,104.275814529,18.1556076334,strike-slip,1311,,,10336.047413111284,1036.8938045421633,162
204,26,104.25627425110571,18.176078400666793,104.275814529,18.1556076334,strike-slip,1311,,,10381.505831285438,1002.258819266619,190
205,26,104.44568432680103,17.977648797557404,104.275814529,18.1556076334,strike-slip,1311,,,10426.964249459588,954.6357145127458,235
206,26,104.72528967663699,17.725102029963633,104.275814529,18.1556076334,strike-slip,1311,,,10494.069533430957,894.0244902805432,363
207,26,104.87862164267607,17.472555262369866,104.275814529,18.1556076334,strike-slip,1311,,,10530.869205286222,833.4132660483413,316
208,26,104.9417583345745,17.31922329633079,104.275814529,18.1556076334,strike-slip,1311,,,10546.022011344272,796.6135941930752,166
209,27,97.1037890117536,16.39923150009635,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8664.909373566277,575.8155630614815,0
210,27,96.9594765731286,17.301184241502664,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8630.274388290734,792.2842210336322,0
211,27,96.62575405880825,18.54587902464338,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8550.180984841038,1091.0109690352003,27
212,27,96.46340256535512,19.25842169035437,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8511.216626406052,1262.0212088331998,194
213,27,96.20183627034729,20.67448749436229,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8448.440715594126,1601.877001849477,197
214,27,96.04850430430822,21.792908893706123,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8411.641043738864,1870.2981377349445,74
215,27,95.99438713982384,22.821135018909327,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8398.652924260534,2117.0724078231974,214
216,27,95.9763480849957,24.065829802050047,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8394.323551101088,2415.7991558247663,119
217,27,95.94928950275353,24.859548214487603,96.2177633364,20.588261654,strike-slip,1311,Sagaing Fault,"Wang and Burchfiel, 1997",8387.829491361927,2606.291574840259,472
218,28,81.62230686210663,33.24920296667187,81.9695203934,33.0580544278,strike-slip,1311,,,4949.353657056515,4619.808715686644,4529
219,28,81.73843250369184,33.21379880765198,81.9695203934,33.0580544278,strike-slip,1311,,,4977.223811041425,4611.311717520513,4604
220,28,81.88854613793615,33.117499495117904,81.9695203934,33.0580544278,strike-slip,1311,,,5013.251083265823,4588.199882508637,4517
221,28,81.95991526009544,33.06537262459458,81.9695203934,33.0580544278,strike-slip,1311,,,5030.379672586794,4575.689433581037,4495
222,28,82.05086758117633,32.99607561805676,81.9695203934,33.0580544278,strike-slip,1311,,,5052.208229649701,4559.058152009298,4483
223,28,82.10521959113782,32.94260294955968,81.9695203934,33.0580544278,strike-slip,1311,,,5065.252712042546,4546.224711567946,4446
224,28,82.16894707737362,32.880291629684685,81.9695203934,33.0580544278,strike-slip,1311,,,5080.547308741583,4531.269994795554,4429
225,28,82.26949488899008,32.79390548167617,81.9695203934,33.0580544278,strike-slip,1311,,,5104.678783533396,4510.537319270194,4380
226,29,82.04220545535911,32.89213010825002,82.5554268004,32.5920864788,strike-slip,1311,,,5050.1293194532345,4534.11122965169,4557
227,29,82.13315777644,32.814170975894974,82.5554268004,32.5920864788,strike-slip,1311,,,5071.957876516141,4515.4010378834855,4532
228,29,82.24576541206396,32.73621184353993,82.5554268004,32.5920864788,strike-slip,1311,,,5098.983709070216,4496.69084611528,4470
229,29,82.37029052971968,32.66786667556542,82.5554268004,32.5920864788,strike-slip,1311,,,5128.8697373123705,4480.288005798774,4698
230,29,82.51234971778696,32.61077746914586,82.5554268004,32.5920864788,strike-slip,1311,,,5162.963942453973,4466.586596255887,4574
231,29,82.85211421926991,32.46335488029725,82.5554268004,32.5920864788,strike-slip,1311,,,5244.507422822927,4431.20517492656,4465
232,29,82.95737999666689,32.41030141869579,82.5554268004,32.5920864788,strike-slip,1311,,,5269.771209402244,4418.472344140172,4402
233,29,83.10474980858714,32.35453986823947,82.5554268004,32.5920864788,strike-slip,1311,,,5305.139964268765,4405.089572028514,5337
234,30,84.47239522896027,33.66538995918924,84.6804162673,33.549324722,strike-slip,1311,,,5633.374865210832,4719.693593906796,4615
235,30,84.56541010318739,33.60265899750118,84.6804162673,33.549324722,strike-slip,1311,,,5655.698435028913,4704.638163099253,4660
236,30,84.66275125063439,33.565885675132314,84.6804162673,33.549324722,strike-slip,1311,,,5679.06031041993,4695.812565729312,4773
237,30,84.73197162215224,33.50099157683432,84.6804162673,33.549324722,strike-slip,1311,,,5695.673199586874,4680.237982135302,4731
238,30,84.78388690079065,33.42528179548666,84.6804162673,33.549324722,strike-slip,1311,,,5708.132866462084,4662.067634608957,4848
239,30,84.8271496329893,33.36038769718867,84.6804162673,33.549324722,strike-slip,1311,,,5718.515922191423,4646.493051014947,4785
240,31,82.33462212788116,30.606290005439824,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",5120.3093208697555,3985.5096048894666,5113
241,31,82.20848290247531,30.674843932290834,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",5090.035906767508,4001.9625473363412,5268
242,31,82.0850858341435,30.726944916697597,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",5060.420610363135,4014.4667835959654,4929
243,31,81.9973368077742,30.75710864451204,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",5039.360844031135,4021.70607827259,5074
244,31,81.8876505248126,30.75710864451204,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",5013.036136116138,4021.70607827259,4954
245,31,81.66553580181534,30.806467471844766,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4959.728602588265,4033.552196834339,4832
246,31,81.55310736177968,30.84759982795537,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4932.74577697539,4043.423962302464,4987
247,31,81.45164755004019,30.875021398695775,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4908.395422154017,4050.0051392812143,4638
248,31,81.27889165437564,30.979223367509306,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4866.934007187891,4075.0136118004625,4756
249,31,81.15001027189575,31.03406650899011,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4836.002475387769,4088.175965757962,4915
250,31,81.06500340260051,31.09713612169304,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4815.600826753646,4103.3126728090865,4908
251,31,80.98822300452738,31.149237106099804,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4797.173531213148,4115.816909068711,4854
252,31,80.88127887863982,31.19311161928445,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4771.506940996025,4126.346792234711,4745
253,31,80.75513965323395,31.250696917839296,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4741.233526893774,4140.1672638900845,4683
254,31,80.61803179953195,31.360383200800907,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4708.3276420000275,4166.491971805083,4909
255,31,80.52754061608861,31.420710656429794,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4686.609757970153,4180.970561158333,4693
256,31,80.43979158971932,31.47006948376252,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4665.549991638152,4192.816679720082,4612
257,31,80.38494844823852,31.513943996947166,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4652.387637680654,4203.346562886082,4675
258,31,80.33833177797983,31.574271452576053,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4641.199636816779,4217.825152239332,4678
259,31,80.29994157894328,31.64008322235302,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4631.985989046531,4233.6199769883315,4498
260,31,80.27800432235095,31.711379306278065,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4626.721047463531,4250.73103713308,4499
261,31,80.20122392427783,31.851229317054123,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4608.293751923033,4284.295039724704,4564
262,31,80.1107327408345,31.95268912879361,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4586.575867893158,4308.645394546077,4443
263,31,80.009272929095,32.0404381551629,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4562.225513071785,4329.705160878077,4599
264,31,79.92152390272571,32.1693195376428,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4541.1657467397845,4360.636692678201,4256
265,31,79.88587586076318,32.248842092789964,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4532.610216667408,4379.722105916574,4280
266,31,79.7103778080246,32.43530877382471,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4490.490684003411,4424.474109372073,4223
267,31,79.55955916895239,32.61354898363733,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4454.294210620288,4467.2517597339465,4239
268,31,79.4580993572129,32.704040167080656,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4429.943855798915,4488.9696437638195,4210
269,31,79.27163267617816,32.90695979055964,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4385.191852343416,4537.670353406568,4195
270,31,79.01935422536644,33.164722555519425,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4324.645024138917,4599.5334170068145,4192
271,31,78.90144147118271,33.30183040922144,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4296.345963130293,4632.439301900563,4296
272,31,78.78627087407301,33.41974316340517,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4268.705019819543,4660.738362909186,4505
273,31,78.6628738057412,33.597983373217794,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4239.08972341517,4703.51601327106,4320
274,31,78.59980419303827,33.72960691277173,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4223.953016364044,4735.105662769059,4849
275,31,78.41059535492948,33.970916735287275,80.1276384811,31.9337342079,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4178.54289521067,4793.020020182056,4241
276,32,75.39029143424231,37.30525655448298,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3453.6699541297703,5593.261576917064,3704
277,32,75.43715447017563,37.1244991301688,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3464.917082755565,5549.87979507472,3803
278,32,75.69155380809929,36.83662619514992,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3525.972923867012,5480.7902906591335,4683
279,32,76.17357360627044,36.354606396978774,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3641.6576754465978,5365.10553907955,4600
280,32,76.66898284327966,35.8993654764838,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3760.555892347836,5255.847718143275,5028
281,32,76.80957195107959,35.77886052694101,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3794.297278225217,5226.926530248377,4521
282,32,76.97024521713664,35.53785062785544,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3832.858862085078,5169.084154458586,5011
283,32,77.15769736086986,35.34370376470317,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3877.84737658825,5122.488907294586,4749
284,32,77.29159174925074,35.089304426779506,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",3909.982029804803,5061.433066183138,3404
285,32,77.67988547555527,34.5671163120941,76.5797088228,35.9814010629,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4003.1725241327995,4936.107918638589,4185
286,33,78.5824553754136,33.60855421345829,78.3279784722,33.8525454591,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4219.789300133459,4706.053014929185,4595
287,33,78.40474100538081,33.781399696640875,78.3279784722,33.8525454591,strike-slip,1311,Karakoram Fault,"Murphy, et al., 2000",4177.137851318765,4747.535930899643,4802
